,pptID,fileName,condition,age,gender,nationality,firstLang,trial,clipId,freetext,Competing,Cooperating,PlaySeparate,PlayTogether,leftSad,rightSad,leftHappy,rightHappy,leftAngry,rightAngry,leftExcited,rightExcited,leftCalm,rightCalm,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftDistracted,rightDistracted,leftBored,rightBored,leftFrustrated,rightFrustrated,leftDominant,rightDominant,leftSubmissive,rightSubmissive,diffSad,sumSad,diffHappy,sumHappy,diffAngry,sumAngry,diffExcited,sumExcited,diffCalm,sumCalm,diffFriendly,sumFriendly,diffAggressive,sumAggressive,diffEngaged,sumEngaged,diffDistracted,sumDistracted,diffBored,sumBored,diffFrustrated,sumFrustrated,diffDominant,sumDominant,diffSubmissive,sumSubmissive
311,29,41kinrpgbtne7p_data.csv,1,30,Male,Other,Other,4,20,"I noticed that the two children were doing separate thing, but they are still collaborating",1,3,0,3,2,1,3,2,2,1,3,2,1,2,3,2,1,2,2,3,1,3,2,1,1,2,3,2,1,2,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,2,0,1,-1,1,-1,1,1,1,-1
312,81,42kin05hqb97uv_data.csv,1,26,Female,American,English,1,04,the children on the left was more quiet,0,4,0,3,2,0,0,3,0,0,2,3,4,0,4,3,0,0,3,3,0,0,0,0,0,0,0,3,2,0,2,-2,3,-1,0,-4,1,1,4,0,1,3,0,-4,0,2,0,-4,0,-4,0,-4,3,-1,2,-2
313,81,42kin05hqb97uv_data.csv,1,26,Female,American,English,2,06,they were playing something with their hands,4,3,0,4,0,0,3,4,0,0,1,2,4,0,4,4,3,0,3,3,0,0,0,0,0,0,0,4,3,0,0,-4,1,3,0,-4,1,-1,4,0,0,4,3,-1,0,2,0,-4,0,-4,0,-4,4,0,3,-1
314,81,42kin05hqb97uv_data.csv,1,26,Female,American,English,3,14,they were having fun playing with something that was above the table,0,4,0,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,-4,0,4,0,-4,0,4,0,-4,0,4,0,-4,0,4,0,2,0,-4,0,-4,0,-4,0,-4
315,81,42kin05hqb97uv_data.csv,1,26,Female,American,English,4,01,children were fighting with each other from something above the table,4,0,4,3,0,0,4,0,3,3,0,0,0,0,1,1,0,3,1,0,4,4,0,0,4,4,3,3,0,0,0,-4,4,0,0,2,0,-4,0,-4,0,-2,3,-1,1,-3,0,4,0,-4,0,4,0,2,0,-4
316,30,42kinvjkv9j9qv_data.csv,1,38,Male,American,English,1,02,At first I thought they were eating something but I think they're playing with pick up sticks or something on a table.,3,3,1,3,1,1,2,2,1,1,2,2,2,2,2,2,1,1,3,3,1,1,1,1,1,1,2,2,1,1,0,-2,0,0,0,-2,0,0,0,0,0,0,0,-2,0,2,0,-2,0,-2,0,-2,0,0,0,-2
317,30,42kinvjkv9j9qv_data.csv,1,38,Male,American,English,2,18,Again they seem to be playing a game that is laid out on a table.,3,3,1,3,1,1,2,2,1,2,2,2,3,2,3,2,1,3,3,3,1,1,1,1,1,3,1,3,3,1,0,-2,0,0,1,-1,0,0,1,1,1,1,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
318,30,42kinvjkv9j9qv_data.csv,1,38,Male,American,English,3,20,Playing a game again but I could swear I thought I saw the child on the right hit the other child,3,3,1,3,1,1,2,2,3,1,3,2,1,3,1,2,3,1,3,3,1,1,1,1,3,1,3,1,1,3,0,-2,0,0,2,0,1,1,2,0,1,-1,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
319,30,42kinvjkv9j9qv_data.csv,1,38,Male,American,English,4,16,The child on the right seems to be controlling the situation here and not letting the other participate.,2,2,1,3,1,1,2,2,2,2,3,2,1,3,3,1,1,3,3,3,1,1,3,1,3,1,1,3,2,1,0,-2,0,0,0,0,1,1,2,0,2,0,2,0,0,2,0,-2,2,0,2,0,2,0,1,-1
320,31,43kin0ktcjcuol_data.csv,1,33,Male,American,English,1,20,"The child on the left made action much faster. They did not seem to interact too often, except for a few times when they made a walking motion with their hands. Their legs seemed to be constantly moving.",1,1,3,1,1,2,3,2,2,1,3,1,1,3,2,1,3,1,4,1,1,3,1,3,2,1,3,1,1,3,1,-1,1,1,1,-1,2,0,2,0,1,-1,2,0,3,1,2,0,2,0,1,-1,2,0,2,0
321,31,43kin0ktcjcuol_data.csv,1,33,Male,American,English,2,11,They interacted together very closely. The child on the right seemed to be more aggressive and dominant. The child on the left watched and followed more often.,1,3,0,3,1,1,2,1,1,3,1,3,3,1,3,2,1,3,2,1,2,2,1,2,1,3,0,4,4,0,0,-2,1,-1,2,0,2,0,2,0,1,1,2,0,1,-1,0,0,1,-1,2,0,4,0,4,0
322,31,43kin0ktcjcuol_data.csv,1,33,Male,American,English,3,05,The children didn't really seem to be interacting. The child on the right was much more active.,0,0,4,1,3,1,1,3,1,1,1,3,3,1,1,2,0,1,4,1,3,1,4,1,2,1,1,2,1,1,2,0,2,0,0,-2,2,0,2,0,1,-1,1,-3,3,1,2,0,3,1,1,-1,1,-1,0,-2
323,31,43kin0ktcjcuol_data.csv,1,33,Male,American,English,4,08,"The child on the left didn't do much and seemed distracted. The child on the right was pretty active, doing something by himself.",1,1,4,1,3,1,2,3,1,1,1,3,3,2,1,2,1,1,0,4,4,1,3,1,1,1,1,1,1,1,2,0,1,1,0,-2,2,0,1,1,1,-1,0,-2,4,0,3,1,2,0,0,-2,0,-2,0,-2
324,32,44kinrndavk2t3_data.csv,1,34,Female,American,English,1,08,"The child on the right seemed to be enjoying themselves playing, however the child on the left watched the child on the right, then kept looking around, almost being bored.",0,3,4,1,2,0,0,3,0,0,0,3,4,1,2,4,0,0,1,4,4,0,4,0,0,1,0,3,4,1,2,-2,3,-1,0,-4,3,-1,3,1,2,2,0,-4,3,1,4,0,4,0,1,-3,3,-1,3,1
325,32,44kinrndavk2t3_data.csv,1,34,Female,American,English,2,13,It looks like they were playing with some type of toy together and having a good time.,1,3,0,4,1,0,2,3,2,1,3,4,1,0,3,2,1,3,4,4,0,0,0,0,2,1,1,4,1,0,1,-3,1,1,1,-1,1,3,1,-3,1,1,2,0,0,4,0,-4,0,-4,1,-1,3,1,1,-3
326,32,44kinrndavk2t3_data.csv,1,34,Female,American,English,3,20,"It looks like the child on the right was trying to play with the child on the left, though the child on the left kept going back to their own thing",2,4,2,3,0,3,4,1,1,0,3,1,1,3,2,3,1,0,4,3,2,1,0,3,0,1,3,0,0,3,3,-1,3,1,1,-3,2,0,2,0,1,1,1,-3,1,3,1,-1,3,-1,1,-3,3,-1,3,-1
327,32,44kinrndavk2t3_data.csv,1,34,Female,American,English,4,05,"The child on the left seems bored of what they are doing while the child on the right started off playing by themselves, but tried to play with the child on the left",1,1,4,0,4,0,0,3,1,0,0,3,4,1,1,3,0,1,2,4,4,0,4,1,1,0,0,3,3,0,4,0,3,-1,1,-3,3,-1,3,1,2,0,1,-3,2,2,4,0,3,1,1,-3,3,-1,3,-1
332,33,46kincw2ns7lfh_data.csv,1,26,Female,American,English,1,06,They both generally focused on the same area at the same time. The child on the left scratched his head at one point and appeared confused. ,2,3,1,3,3,1,1,3,3,1,3,1,2,4,1,3,2,0,3,4,1,1,1,0,4,1,2,2,1,3,2,0,2,0,2,0,2,0,2,2,2,0,2,-2,1,3,0,-2,1,-3,3,1,0,0,2,0
333,33,46kincw2ns7lfh_data.csv,1,26,Female,American,English,2,16,The child on the right was forcibly moving the other child's hand and trying to take over control of the game. The child on the left was confused why the other child was being mean. They both seemed frustrated. ,4,0,2,1,3,1,1,2,4,2,3,4,1,1,3,0,1,4,3,4,0,0,1,0,4,3,0,4,3,0,2,0,1,-1,2,2,1,3,0,-2,3,-1,3,1,1,3,0,-4,1,-3,1,3,4,0,3,-1
334,33,46kincw2ns7lfh_data.csv,1,26,Female,American,English,3,14,The child on the left followed the other child's hand around the board. The child on the right didn't seem too distracted by this. ,0,3,1,4,0,1,3,3,0,0,3,2,1,4,2,3,3,0,3,4,1,0,1,1,0,1,2,2,1,1,1,-3,0,2,0,-4,1,1,3,1,1,1,3,-1,1,3,1,-3,0,-2,1,-3,0,0,0,-2
335,33,46kincw2ns7lfh_data.csv,1,26,Female,American,English,4,13,The children were calm to start and then the child on the right started moving their arms all around. The child on the left responded by doing the same and they both got more aggressive and energized. ,4,2,1,3,0,0,3,3,2,2,4,4,1,1,2,1,4,4,2,2,1,1,0,0,3,3,3,4,0,0,0,-4,0,2,0,0,0,4,0,-2,1,-1,0,4,0,0,0,-2,0,-4,0,2,1,3,0,-4
336,80,46kinjszwqwwl7_data.csv,1,33,Male,American,English,1,14,The children are working together on the same project. It looks like they are sharing something,3,4,0,3,2,2,3,3,1,1,1,1,3,3,3,3,1,2,3,3,1,1,1,1,1,1,2,2,1,3,0,0,0,2,0,-2,0,-2,0,2,0,2,1,-1,0,2,0,-2,0,-2,0,-2,0,0,2,0
337,80,46kinjszwqwwl7_data.csv,1,33,Male,American,English,2,13,The children do not seem to be getting along. The child on the right seems to be the agitator,1,1,1,3,3,1,1,1,1,4,1,3,3,1,3,0,1,4,3,3,1,1,1,2,1,4,1,3,3,1,2,0,0,-2,3,1,2,0,2,0,3,-1,3,1,0,2,0,-2,1,-1,3,1,2,0,2,0
338,80,46kinjszwqwwl7_data.csv,1,33,Male,American,English,3,07,The child on the right seems to have taken charge of the situation,1,3,1,3,2,1,2,3,1,1,1,1,3,3,3,2,1,1,3,3,1,3,2,1,1,1,1,3,3,1,1,-1,1,1,0,-2,0,-2,0,2,1,1,0,-2,0,2,2,0,1,-1,0,-2,2,0,2,0
339,80,46kinjszwqwwl7_data.csv,1,33,Male,American,English,4,03,It is hard to tell if these children are working together or competing,2,2,2,2,1,1,2,2,1,1,3,1,1,3,2,2,3,1,3,3,1,2,1,2,2,1,3,1,1,3,0,-2,0,0,0,-2,2,0,2,0,0,0,2,0,0,2,1,-1,1,-1,1,-1,2,0,2,0
340,34,47kin15n1u1nst_data.csv,1,30,Female,American,English,1,17,child on left is not so active when compared to other . child on left is little excited at what he or she is doing.,3,1,1,3,2,1,1,3,1,3,1,3,3,0,3,1,1,3,1,3,3,1,3,0,1,2,1,4,3,1,1,-1,2,0,2,0,2,0,3,-1,2,0,2,0,2,0,2,0,3,-1,1,-1,3,1,2,0
341,34,47kin15n1u1nst_data.csv,1,30,Female,American,English,2,06,both the children were appearing to be cooperative with each other. they were interactive with each other.,3,3,1,3,2,1,2,3,1,2,2,3,3,3,3,3,1,2,3,3,3,0,2,1,1,1,1,3,3,1,1,-1,1,1,1,-1,1,1,0,2,0,2,1,-1,0,2,3,-1,1,-1,0,-2,2,0,2,0
342,34,47kin15n1u1nst_data.csv,1,30,Female,American,English,3,12,both appeared to be dominant and competing with each other and they were actively engaged in the game.,3,3,0,3,1,0,2,3,1,1,1,3,3,3,3,2,1,3,3,4,0,0,1,1,1,1,1,3,1,1,1,-3,1,1,0,-2,2,0,0,2,1,1,2,0,1,3,0,-4,0,-2,0,-2,2,0,0,-2
343,34,47kin15n1u1nst_data.csv,1,30,Female,American,English,4,13,they both appeared as if they were quarreling and child on left is always restraining from the quarrel .child on right is always provoking the child on left.  ,3,0,1,1,1,0,1,2,1,3,1,3,3,1,3,0,1,4,3,3,1,1,1,1,2,3,0,4,3,1,1,-3,1,-1,2,0,2,0,2,0,3,-1,3,1,0,2,0,-2,0,-2,1,1,4,0,2,0
352,35,48kinzso63lkra_data.csv,1,39,Female,American,English,1,18,"The child on the right appeared to be dominating the interaction. They interacted with the touchscreen table more, and also appeared to gesture that the other child should sit back (or perhaps even lightly pushed the other child), limiting the other child's ability to play along.",1,2,1,2,2,1,1,3,2,3,2,4,3,0,3,0,0,4,2,4,0,0,0,0,3,3,0,4,4,0,1,-1,2,0,1,1,2,2,3,-1,3,-1,4,0,2,2,0,-4,0,-4,0,2,4,0,4,0
353,35,48kinzso63lkra_data.csv,1,39,Female,American,English,2,02,"The child on the left seems to be playing a more dominant role in the game, but they're allowing the child on the right to participate. They appear to be cooperating well.",1,4,0,4,0,0,4,4,0,0,4,3,1,1,3,3,3,1,4,3,0,1,0,0,0,0,3,1,0,3,0,-4,0,4,0,-4,1,3,0,-2,0,2,2,0,1,3,1,-3,0,-4,0,-4,2,0,3,-1
354,35,48kinzso63lkra_data.csv,1,39,Female,American,English,3,05,"The two children appear to be playing separately and not interacting much. The child on the left appears to be extremely bored, resting their head on their left hand and only playing the game with their right hand. The child on the right is more engaged but still doesn't seem super into it.",1,0,4,0,2,1,0,2,2,1,0,2,3,3,1,1,0,1,0,3,4,1,4,1,3,1,0,1,2,1,1,-1,2,-2,1,-1,2,-2,0,2,0,-2,1,-3,3,-1,3,1,3,1,2,0,1,-3,1,-1
355,35,48kinzso63lkra_data.csv,1,39,Female,American,English,4,13,"The children appeared to be competing in a friendly manner. The child on the right seemed more dominant, especially when they started smacking(?) the table early on. However, this didn't deter the child on the left. The two appeared to be getting along reasonably well.",4,2,0,3,1,1,3,3,1,1,3,4,2,1,3,3,1,3,4,4,0,0,0,0,3,3,1,3,1,0,0,-2,0,2,0,-2,1,3,1,-1,0,2,2,0,0,4,0,-4,0,-4,0,2,2,0,1,-3
356,36,49kinggbadgarb_data.csv,1,27,Male,Indian,Tamil,1,19,the child in the left side is giving something to the other child they may interact about their schooling  ,3,3,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,1,3,3,1,2,1,1,1,1,3,1,3,1,0,-2,0,-2,0,-2,2,0,2,0,0,2,2,0,0,2,1,-1,0,-2,0,-2,2,0,2,0
357,36,49kinggbadgarb_data.csv,1,27,Male,Indian,Tamil,2,06,child in the left is telling something to the child in the right and the right child is typing or writing something while he listening the left child  ,1,3,1,3,1,1,3,3,1,1,3,3,3,1,1,3,1,1,1,1,3,1,3,1,1,1,1,3,1,1,0,-2,0,2,0,-2,0,2,2,0,2,0,0,-2,0,-2,2,0,2,0,0,-2,2,0,0,-2
358,36,49kinggbadgarb_data.csv,1,27,Male,Indian,Tamil,3,08,the child in the right was doing or playing while the left side child is trying to interact with the another child but the right child is not listening  ,3,1,3,1,3,1,1,2,2,1,1,1,1,1,3,1,3,3,1,3,3,1,3,1,3,1,1,3,1,3,2,0,1,-1,1,-1,0,-2,0,-2,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0
359,36,49kinggbadgarb_data.csv,1,27,Male,Indian,Tamil,4,16,both the child's are playing together while playing the left child is saying something to the right child   ,3,3,1,2,3,1,1,3,3,1,3,3,1,3,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,2,0,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,-2
360,37,49kinj2an2cnky_data.csv,1,40,Male,American,English,1,06,The children seemed to be respectful of each other and they were calm towards each other.  There was no fighting and they seemed to share the space fairly well.,1,3,1,4,0,0,2,2,0,0,3,3,3,3,3,3,0,0,4,4,0,0,0,0,0,0,1,1,1,1,0,-4,0,0,0,-4,0,2,0,2,0,2,0,-4,0,4,0,-4,0,-4,0,-4,0,-2,0,-2
361,37,49kinj2an2cnky_data.csv,1,40,Male,American,English,2,01,"Both children were engaged in playing, but it seemed that the child on the right was being a bit aggressive with the child on the left who was resisting their actions.",2,2,0,3,0,0,2,2,1,1,3,4,3,0,2,1,1,4,4,4,0,0,0,0,2,2,1,4,3,0,0,-4,0,0,0,-2,1,3,3,-1,1,-1,3,1,0,4,0,-4,0,-4,0,0,3,1,3,-1
362,37,49kinj2an2cnky_data.csv,1,40,Male,American,English,3,02,It seemed like the child on the left was the one leading some sort of game for the two of them to play.  The child on the right was highly engrossed.,1,1,0,4,0,0,3,3,0,0,2,3,4,1,3,3,0,0,4,4,0,0,0,0,0,0,3,1,0,1,0,-4,0,2,0,-4,1,1,3,1,0,2,0,-4,0,4,0,-4,0,-4,0,-4,2,0,1,-3
363,37,49kinj2an2cnky_data.csv,1,40,Male,American,English,4,05,"The child on the left seemed to be very bored and disinterested in what the child on the right was doing, despite the attempts by the child on the right to engage with them.",0,0,3,0,3,2,1,2,0,0,0,3,4,1,0,2,0,1,0,4,3,0,4,0,2,2,0,3,3,0,1,1,1,-1,0,-4,3,-1,3,1,2,-2,1,-3,4,0,3,-1,4,0,0,0,3,-1,3,-1
372,1,4kinummqxwa6v_data.csv,1,33,Prefer not to say,American,English,1,18,They seemed to be arguing about something that was happening on the screen.,3,1,1,3,3,1,1,2,1,3,1,3,3,1,2,1,1,3,2,3,3,1,3,1,3,3,1,3,3,1,2,0,1,-1,2,0,2,0,2,0,1,-1,2,0,1,1,2,0,2,0,0,2,2,0,2,0
373,1,4kinummqxwa6v_data.csv,1,33,Prefer not to say,American,English,2,09,They seemed to be trying to explain something to one another.,3,2,2,1,1,1,3,3,1,3,3,1,3,2,3,1,1,3,3,3,1,1,1,1,1,2,1,2,1,1,0,-2,0,2,2,0,2,0,1,1,2,0,2,0,0,2,0,-2,0,-2,1,-1,1,-1,0,-2
374,1,4kinummqxwa6v_data.csv,1,33,Prefer not to say,American,English,3,16,The child on the right seemed frustrated with the other child and was trying to tell them what to do.,3,1,1,2,3,1,1,2,2,1,1,3,3,2,2,1,4,1,1,4,1,0,2,1,4,3,4,1,3,0,2,0,1,-1,1,-1,2,0,1,1,1,-1,3,1,3,1,1,-3,1,-1,1,3,3,1,3,-1
375,1,4kinummqxwa6v_data.csv,1,33,Prefer not to say,American,English,4,02,They seemed to be in some kind of competition with each other.,4,2,1,3,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,0,0,1,1,1,1,2,2,1,1,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-4,0,-2,0,-2,0,0,0,-2
376,2,4kinx8qzr3u81_data.csv,1,27,Male,American,English,1,09,They interact some personal matters during their conversation. They found fought together.,3,1,2,1,3,1,1,2,3,1,3,2,1,4,3,1,2,1,1,3,3,2,3,2,3,1,3,2,1,3,2,0,1,-1,2,0,1,1,3,1,2,0,1,-1,2,0,1,1,1,1,2,0,1,1,2,0
377,2,4kinx8qzr3u81_data.csv,1,27,Male,American,English,2,20,They are discussing about some Funny moments happens during their conversation.,2,3,3,2,2,1,2,2,1,1,2,3,2,1,3,3,3,2,3,1,2,3,3,2,3,2,3,1,3,1,1,-1,0,0,0,-2,1,1,1,-1,0,2,1,1,2,0,1,1,1,1,1,1,2,0,2,0
378,2,4kinx8qzr3u81_data.csv,1,27,Male,American,English,3,01,They are found to be playing together. They were looking very happy.,1,3,1,3,2,1,3,3,3,1,2,3,2,3,2,3,1,2,3,3,2,1,2,1,1,0,2,3,3,2,1,-1,0,2,2,0,1,1,1,1,1,1,1,-1,0,2,1,-1,1,-1,1,-3,1,1,1,1
379,2,4kinx8qzr3u81_data.csv,1,27,Male,American,English,4,11,they are looking like playing together but they are found to be fought in between them.,2,1,2,2,1,3,3,2,3,2,2,3,2,4,2,3,2,3,3,1,1,2,1,0,1,1,3,2,1,3,2,0,1,1,1,1,1,1,2,2,1,1,1,1,2,0,1,-1,1,-3,0,-2,1,1,2,0
380,38,50kinhnygj5bzs_data.csv,1,29,Male,Indian,Hindi,1,19,CHILDREN TALKING AND PLAYING KEYBOARD  AND SHAKING THEIR HANDS TOGETHER,3,4,1,4,1,0,3,4,1,0,3,2,4,1,3,4,2,2,4,3,2,3,1,0,1,1,2,3,3,4,1,-3,1,3,1,-3,1,1,3,1,1,3,0,0,1,3,1,1,1,-3,0,-2,1,1,1,3
381,38,50kinhnygj5bzs_data.csv,1,29,Male,Indian,Hindi,2,16,CHILDREN PLAYING ON THE TABLE SOME INSTRUMENTS THEY ARE PLAYING ALSO,4,3,3,4,2,1,3,4,1,0,3,4,4,1,3,3,1,3,3,4,1,2,1,0,1,0,1,3,0,1,1,-1,1,3,1,-3,1,3,3,1,0,2,2,0,1,3,1,-1,1,-3,1,-3,2,0,1,-3
382,38,50kinhnygj5bzs_data.csv,1,29,Male,Indian,Hindi,3,01,CHILDREN WERE FIGHTING EACH OTHER AND QUARRELS.,4,3,1,1,1,1,2,1,3,4,3,4,1,0,2,1,3,3,3,4,3,3,1,0,1,0,3,4,0,0,0,-2,1,-1,1,3,1,3,1,-3,1,-1,0,2,1,3,0,2,1,-3,1,-3,1,3,0,-4
383,38,50kinhnygj5bzs_data.csv,1,29,Male,Indian,Hindi,4,11,THEY PLAYING TOGETHER AND DANCING  .THEY WERE ENJOYING.,2,4,1,4,1,1,3,4,1,1,3,4,1,3,3,3,2,1,4,3,2,1,2,1,1,0,1,0,1,2,0,-2,1,3,0,-2,1,3,2,0,0,2,1,-1,1,3,1,-1,1,-1,1,-3,1,-3,1,-1
384,75,50kinmu75mhvlw_data.csv,1,58,Female,American,English,1,01,One seems taller and is kneeling so that they are on eye level. They seem to be friendly and playing some sort of game. ,3,3,1,3,1,1,3,3,1,1,2,2,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,2,2,0,-2,0,2,0,-2,0,0,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,0
385,75,50kinmu75mhvlw_data.csv,1,58,Female,American,English,2,19,They were discussing something. The child on the left seems more aggressive and more of the leader. They seemed to have come to an agreement at the end.,1,3,2,1,1,1,2,1,2,1,3,3,1,1,3,3,3,1,3,3,1,1,1,1,1,3,3,1,1,3,0,-2,1,-1,1,-1,0,2,0,-2,0,2,2,0,0,2,0,-2,0,-2,2,0,2,0,2,0
386,75,50kinmu75mhvlw_data.csv,1,58,Female,American,English,3,02,They were very animated; playing a game of slap hands. They both seemed aggressive and competitive. ,4,1,1,3,1,1,1,1,3,3,4,4,1,1,2,2,3,3,3,3,1,3,1,1,1,1,1,1,1,1,0,-2,0,-2,0,2,0,4,0,-2,0,0,0,2,0,2,2,0,0,-2,0,-2,0,-2,0,-2
387,75,50kinmu75mhvlw_data.csv,1,58,Female,American,English,4,18,The child on the right was more engaged and animated. The child on the left wasn't quite as interested.,1,3,3,2,1,1,2,3,1,1,1,3,3,1,2,3,1,3,1,3,3,1,3,1,3,3,1,3,2,1,0,-2,1,1,0,-2,2,0,2,0,1,1,2,0,2,0,2,0,2,0,0,2,2,0,1,-1
392,39,51kind26ccey6d_data.csv,1,28,Female,American,English,1,19,The children seemed to be sorting something out and and exchanging withe each other.,3,3,1,3,2,3,2,2,2,2,2,2,1,3,2,2,3,1,3,3,2,3,1,1,2,1,3,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2,1,1,0,-2,1,-1,2,0,2,0
393,39,51kind26ccey6d_data.csv,1,28,Female,American,English,2,10,The child on the right seemed more active on the game while the child on the left was sort of calm.,3,3,1,3,2,2,1,3,2,1,2,3,3,1,2,3,3,3,3,3,3,1,2,2,3,1,1,3,3,1,0,0,2,0,1,-1,1,1,2,0,1,1,0,2,0,2,2,0,0,0,2,0,2,0,2,0
394,39,51kind26ccey6d_data.csv,1,28,Female,American,English,3,16,The children seem both active in the game.Both are competing to overdo each other.,4,4,1,3,2,2,2,2,1,1,2,2,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-2,0,0,0,-2,0,0,0,2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
395,39,51kind26ccey6d_data.csv,1,28,Female,American,English,4,02,The children are distracting one another in the game especially the one on the right,3,1,1,3,3,2,2,1,2,3,1,1,3,1,3,1,2,3,3,3,4,1,2,2,2,3,4,1,3,1,1,1,1,-1,1,1,0,-2,2,0,2,0,1,1,0,2,3,1,0,0,1,1,3,1,2,0
396,76,51kine6wes377h_data.csv,1,25,Male,Indian,Tamil,1,06,sitting on table then playing game,3,3,2,3,3,2,4,3,3,2,3,3,2,4,3,2,3,2,3,1,1,3,3,2,3,2,1,2,2,3,1,1,1,3,1,1,0,2,2,2,1,1,1,1,2,0,2,0,1,1,1,1,1,-1,1,1
397,76,51kine6wes377h_data.csv,1,25,Male,Indian,Tamil,2,13,we are speeking in table,3,4,2,2,3,1,4,3,3,2,3,2,1,2,2,2,3,2,3,2,2,3,1,3,3,2,2,3,3,2,2,0,1,3,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1
398,76,51kine6wes377h_data.csv,1,25,Male,Indian,Tamil,3,11,sitting on table,3,3,2,3,2,2,3,2,2,1,3,2,2,4,1,3,3,2,3,2,1,3,2,1,1,2,2,3,4,3,0,0,1,1,1,-1,1,1,2,2,2,0,1,1,1,1,2,0,1,-1,1,-1,1,1,1,3
399,76,51kine6wes377h_data.csv,1,25,Male,Indian,Tamil,4,05,typing on table,3,2,3,1,1,2,3,1,2,1,3,2,3,2,3,2,2,3,4,3,1,2,1,3,1,2,1,2,3,2,1,-1,2,0,1,-1,1,1,1,1,1,1,1,1,1,3,1,-1,2,0,1,-1,1,-1,1,1
400,77,51kinl8yx108jo_data.csv,1,38,Female,American,English,1,10,"They seemed to work together and share with each other.  They are playing well together, whatever they are doing.",2,3,1,3,1,3,3,1,1,1,2,1,2,2,3,3,1,1,3,3,3,1,1,1,1,3,2,1,1,2,2,0,2,0,0,-2,1,-1,0,0,0,2,0,-2,0,2,2,0,0,-2,2,0,1,-1,1,-1
401,77,51kinl8yx108jo_data.csv,1,38,Female,American,English,2,13,They worked exceptionally well together and were both engaged and interacting in the process the entire time,1,3,0,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,0,-2,0,-2
402,77,51kinl8yx108jo_data.csv,1,38,Female,American,English,3,19,They both seem rather calm and relaxed.  The one on the left seems like they are explaining something to the one on the right,1,3,1,3,1,1,2,2,1,1,1,1,3,3,3,2,1,1,3,2,1,2,2,2,1,2,3,1,1,3,0,-2,0,0,0,-2,0,-2,0,2,1,1,0,-2,1,1,1,-1,0,0,1,-1,2,0,2,0
403,77,51kinl8yx108jo_data.csv,1,38,Female,American,English,4,11,They seem to be engaged with each other and possibly competing with a game,3,2,1,3,1,1,2,2,2,2,1,1,2,3,2,2,3,1,3,3,3,1,1,1,3,2,3,1,1,2,0,-2,0,0,0,0,0,-2,1,1,0,0,2,0,0,2,2,0,0,-2,1,1,2,0,1,-1
408,78,52kinnhtexhgpw_data.csv,1,46,Female,American,English,1,01,They look like they are very busy clicking something. They are having a good time playing together.,3,3,1,4,1,1,3,3,2,2,3,3,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,3,1,1,0,-2,0,2,0,0,0,2,0,-2,0,2,2,0,0,2,0,-2,0,-2,0,-2,2,0,0,-2
409,78,52kinnhtexhgpw_data.csv,1,46,Female,American,English,2,08,The children seem to be playing separately. There was not much interaction with each other. ,2,2,4,0,3,1,1,2,1,1,1,2,3,3,3,1,1,1,1,3,4,1,3,1,1,1,3,1,2,2,2,0,1,-1,0,-2,1,-1,0,2,2,0,0,-2,2,0,3,1,2,0,0,-2,2,0,0,0
410,78,52kinnhtexhgpw_data.csv,1,46,Female,American,English,3,06,The children look like they are playing a game together and are getting along fine.,3,4,1,4,1,1,3,3,1,1,3,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,3,2,2,0,-2,0,2,0,-2,0,2,0,2,0,2,0,-2,0,2,0,-2,0,-2,0,-2,2,0,0,0
411,78,52kinnhtexhgpw_data.csv,1,46,Female,American,English,4,12,The children are playing a fast-paced game together. They are having a good time.,3,4,0,4,1,1,3,3,1,1,3,3,1,1,3,3,1,1,4,4,1,1,1,1,1,1,2,2,2,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,4,0,-2,0,-2,0,-2,0,0,0,0
